Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
FAUTEM;2017;Transect arthropode Session 1;Hymenoptera;Polistes dominula;2
CIROB;2017;Transect arthropode Session 1;Hymenoptera;Polistes dominula;2
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Coleoptera;Podagrica fuscipes;2
GOOPL;2017;Transect arthropode Session 1;Lepidoptera;Pieris brassicae;2
ECOBIO_BOIS;2018;Transect arthropode Session 2;Heteroptera;Phytocoris;2
GRENEL;2018;Transect arthropode Session 2;Heteroptera;Phytocoris;2
GOOPL;2017;Transect arthropode Session 1;Coleoptera;Philonthus;2
CIMOD;2018;Transect arthropode Session 2;Hymenoptera;Philanthus triangulum;2
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Homoptera;Philaenus spumarius;2
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;2
GOOPL;2019;Transect arthropodes P2;Diptères;Pherbellia cinerella;2
GOOPL;2017;Transect arthropode Session 1;Orthoptera;Phaneroptera;2
PROMA;2017;Transect arthropode Session 2;Heteroptera;Peritrechus gracilicornis;2
KELLER;2019;Transect arthropodes P2;Hétéroptères;Peritrechus;2
SEINE;2019;Transect arthropodes P2;Araneae;Pardosa proxima;2
GRENEL;2018;Transect arthropode Session 2;Arachnida;Pardosa;2
GTMBA;2019;Transect arthropodes P2;Araneae;Pardosa;2
FAUTEM;2017;Transect arthropode Session 2;Diptera;Paragus quadrifasciatus;2
MECHO;2018;Transect arthropode Session 2;Arachnida;Ozyptila;2
CD93;2019;Transect arthropodes P1;Araneae;Oxyopes lineatus;2
GOOPL;2017;Transect arthropode Session 2;Mollusca;Oxychilus cellarius;2
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Heteroptera;Oxycarenus lavaterae;2
FAUTEM;2018;Plaques;Diplopoda;Oxidus gracilis;2
FAUTEM;2018;Transect arthropode Session 1;Coleoptera;Oulema;2
PROMA;2017;Transect arthropode Session 1;Coleoptera;Otiorhynchus sulcatus;2
PROMA;2017;Transect arthropode Session 2;Coleoptera;Otiorhynchus sulcatus;2
PROMA;2017;Plaques;Coleoptera;Otiorhynchus sulcatus;2
ANTHEU;2018;Transect arthropode Session 1;Arachnida;Ostearius melanopygius;2
FRANK;2018;Transect arthropode Session 1;Heteroptera;Orius;2
CHAVIN;2019;Transect arthropodes P1;Hétéroptères;Orius;2
WWF;2018;Transect arthropode Session 1;Collembola;Orchesella cincta;2
CIROB;2019;Transect arthropodes P2;Coléoptères;Olibrus;2
FRANK;2019;Transect arthropodes P2;Coléoptères;Olibrus;2
KELLER;2019;Transect arthropodes P1;Coléoptères;Oedemera nobilis;2
GTMBA;2019;Transect arthropodes P2;Coléoptères;Oedemera nobilis;2
WWF;2019;Transect arthropodes P1;Coléoptères;Oedemera lurida;2
BOUTOU;2018;Transect arthropode Session 1;Heteroptera;Nysius thymi;2
OLSER;2017;Transect arthropode Session 1;Heteroptera;Nysius senecionis;2
FRANK;2018;Transect arthropode Session 1;Heteroptera;Nysius senecionis;2
LUAUB;2018;Transect arthropode Session 1;Heteroptera;Nysius immunis;2
PERIS;2018;Transect arthropode Session 1;Heteroptera;Nysius immunis;2
BOUCHA;2018;Transect arthropode Session 2;Heteroptera;Nysius immunis;2
BOUCHA;2019;Transect arthropodes P1;Hétéroptères;Nysius immunis;2
GTMBA WILD;2019;Transect arthropodes P1;Hétéroptères;Nysius immunis;2
CD93;2019;Transect arthropodes P2;Hétéroptères;Nysius immunis;2
PERIS;2019;Transect arthropodes P2;Hétéroptères;Nysius immunis;2
LUAUB;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;2
FRANK;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;2
FRANK;2017;Transect arthropode Session 2;Heteroptera;Nysius graminicola;2
RUWATT;2019;Transect arthropodes P2;Hétéroptères;Nysius graminicola;2
LUAUB;2017;Transect arthropode Session 1;Heteroptera;Nysius ericae;2
OLSER;2019;Transect arthropodes P1;Hétéroptères;Nysius ericae;2
RUWAT;2019;Transect arthropodes P1;Hétéroptères;Nysius ;2
CIMOD;2017;Transect arthropode Session 1;Heteroptera;Nysius;2
LUAUB;2018;Transect arthropode Session 2;Heteroptera;Nysius;2
MUENT;2018;Transect arthropode Session 2;Heteroptera;Nysius;2
ALBAR;2018;Transect arthropode Session 2;Heteroptera;Nysius;2
CHAVIN;2018;Transect arthropode Session 2;Heteroptera;Nysius;2
SIBUET;2018;Transect arthropode Session 2;Heteroptera;Nysius;2
PULMA;2019;Transect arthropodes P2;Hétéroptères;Nysius;2
FONTA;2017;Transect arthropode Session 1;Coleoptera;Notiophilus substriatus;2
MECHO;2017;Transect arthropode Session 2;Heteroptera;Nabis pseudoferus pseudoferus;2
FRANK;2017;Transect arthropode Session 1;Heteroptera;Nabis pseudoferus;2
MECHO;2017;Transect arthropode Session 1;Heteroptera;Nabis;2
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Heteroptera;Nabis;2
BOUTOU;2017;Transect arthropode Session 1;Heteroptera;Nabis;2
ALBAR;2018;Transect arthropode Session 1;Heteroptera;Nabis;2
MECHO;2018;Transect arthropode Session 1;Heteroptera;Nabis;2
SEINE;2018;Transect arthropode Session 1;Heteroptera;Nabis;2
GRENEL;2018;Transect arthropode Session 2;Heteroptera;Nabis;2
KELLER;2019;Transect arthropodes P2;Hétéroptères;Nabis;2
CIROB;2019;Transect arthropodes P2;Hyménoptères;Myrmica scabrinodis;2
EIDER;2018;Transect arthropode Session 1;Diptera;Minettia;2
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Minettia;2
MECHO;2017;Transect arthropode Session 1;Coleoptera;Microlestes minutulus;2
ROROL;2018;Transect arthropode Session 1;Coleoptera;Microlestes;2
CHAVIN;2018;Transect arthropode Session 1;Coleoptera;Microlestes;2
PULMA;2017;Transect arthropode Session 2;Diptera;Meromyza;2
GTMBA;2018;Transect arthropode Session 1;Diptera;Melanostoma mellinum;2
BOUCHA;2018;Transect arthropode Session 1;Diptera;Melanostoma mellinum;2
PROMA;2017;Transect arthropode Session 1;Homoptera;Megophthalmus;2
FRANK;2017;Transect arthropode Session 1;Heteroptera;Megalonotus sabulicola;2
RUWAT;2018;Transect arthropode Session 1;Heteroptera;Megalonotus sabulicola;2
GOOPL;2017;Plaques;Heteroptera;Megalonotus praetextatus;2
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Megalonotus praetextatus;2
RUWAT;2017;Transect arthropode Session 2;Heteroptera;Megalonotus;2
KELLER;2019;Transect arthropodes P1;Hétéroptères;Megalonothus ;2
AMROU;2019;Transect arthropodes P2;Hyménoptères;Megaghile pilidens;2
OLSER;2017;Transect arthropode Session 1;Arachnida;Mangora acalypha;2
ANTHEU;2017;Transect arthropode Session 2;Arachnida;Mangora acalypha;2
ALBAR;2018;Transect arthropode Session 1;Arachnida;Mangora acalypha;2
ALBAR;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
CARON;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
CHAVIN;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
CIROB;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
GOOPL;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
PULMA;2019;Transect arthropodes P1;Araneae;Mangora acalypha;2
FRANK;2017;Transect arthropode Session 1;Heteroptera;Lygus pratensis;2
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Lygus pratensis;2
ROROL;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;2
ALBAR;2018;Transect arthropode Session 1;Heteroptera;Lygus pratensis;2
CHAVIN;2018;Transect arthropode Session 2;Heteroptera;Lygus pratensis;2
GRENEL;2018;Transect arthropode Session 2;Heteroptera;Lygus pratensis;2
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Lygus gemellatus;2
BOUTOU;2018;Transect arthropode Session 1;Coleoptera;Longitarsus;2
BOUTOU;2019;Transect arthropodes P1;Coléoptères;Longitarsus;2
CHAVIN;2019;Transect arthropodes P1;Coléoptères;Longitarsus;2
BOUHOP;2017;Plaques;Chilopoda;Lithobius;2
LUAUB;2018;Transect arthropode Session 1;Chilopoda;Lithobius;2
MECHO;2018;Transect arthropode Session 1;Chilopoda;Lithobius;2
AMROU;2017;Transect arthropode Session 1;Mollusca;Lauria cylindracea;2
ECOBIO_BOIS;2018;Transect arthropode Session 2;Hymenoptera;Lasius platythorax;2
GOOPL;2017;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
SEINE;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
GOOPL;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
GRENEL;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
PERIS;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
OLSER;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;2
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;2
FAUTEM;2018;Plaques;Hymenoptera;Lasius niger;2
WWF;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;2
CHAVIN;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;2
CHAVIN;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;2
WWF;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;2
GOOPL;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;2
WWF;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;2
ROROL;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;2
CD93;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;2
FONTA;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;2
MUENT;2018;Transect arthropode Session 2;Hymenoptera;Lasius emarginatus;2
FONTA;2019;Transect arthropodes P1;Hyménoptères;Lasius emarginatus;2
WWF;2019;Transect arthropodes P1;Hyménoptères;Lasius emarginatus;2
PULMA;2018;Transect arthropode Session 1;Hymenoptera;Lasius alienus;2
FRANK;2019;Transect arthropodes P2;Hyménoptères;Lasius ;2
OLSER;2017;Transect arthropode Session 1;Lepidoptera;Lasiommata maera;2
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Lasiommata maera;2
CHAVIN;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum quadrinotatum;2
FRANK;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum prasinum;2
CIROB;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum pauxilum;2
CHAVIN;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum pauxillum;2
BOUHOP;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;2
ALBAR;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;2
GTMBA;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;2
CIROB;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;2
OLSER;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;2
WWF;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;2
AMROU;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum morio;2
FONTA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum morio;2
PULMA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum malachurum;2
CIROB;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum limbellum;2
CHAVIN;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucozonium;2
MECHO;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum leucozonium;2
LUAUB;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum laticeps;2
PULMA;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum laticeps;2
ECOBIO_BOIS;2018;Transect arthropode Session 2;Homoptera;Lamprotettix nitidulus;2
GOOPL;2017;Transect arthropode Session 1;Hymenoptera;Isodontia mexicana;2
CIMOD;2017;Transect arthropode Session 2;Heteroptera;Ischnocoris angustulus;2
EIDER;2018;Plaques;Hymenoptera;Hypoponera eduardi;2
GOOPL;2017;Transect arthropode Session 1;Hymenoptera;Hylaeus punctulatissimus;2
FAUTEM;2017;Transect arthropode Session 1;Hymenoptera;Hylaeus hyalinatus;2
SEINE;2019;Transect arthropodes P1;Coléoptères;Hoplia philanthus;2
CHAVIN;2018;Transect arthropode Session 2;Coleoptera;Hippodamia variegata;2
CIROB;2019;Transect arthropodes P1;Coléoptères;Hippodamia variegata;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;2
PERIS;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;2
SEINE;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;2
OLSER;2017;Transect arthropode Session 2;Heteroptera;Himacerus mirmicoides;2
GRENEL;2018;Transect arthropode Session 1;Heteroptera;Himacerus mirmicoides;2
CD93;2018;Transect arthropode Session 2;Heteroptera;Himacerus mirmicoides;2
ECOBIO_BOIS;2017;Transect arthropode Session 1;Heteroptera;Heterotoma planicornis;2
LUAUB;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;2
AMROU;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;2
FONTA;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;2
FONTA;2018;Transect arthropode Session 2;Arachnida;Heliophanus tribulosus;2
GRENEL;2018;Transect arthropode Session 2;Arachnida;Heliophanus tribulosus;2
AMROU;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;2
PULMA;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;2
PROMA;2018;Transect arthropode Session 1;Arachnida;Heliophanus cupreus;2
SEINE;2019;Transect arthropodes P2;Coléoptères;Harpalus;2
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Halticus luteicollis;2
FRANK;2017;Transect arthropode Session 2;Hymenoptera;Halictus scabiosae;2
FRANK;2019;Transect arthropodes P1;Hyménoptères;Halictus maculatus;2
PAREX;2017;Transect arthropode Session 1;Heteroptera;Geocoris megacephalus;2
WWF;2019;Transect arthropodes P2;Hyménoptères;Formica cunicularia;2
SEINE;2019;Transect arthropodes P2;Diptères;Fannia canicularis;2
ECOBIO_BOIS;2017;Transect arthropode Session 1;Homoptera;Euscelis;2
GUER;2019;Transect arthropodes P2;Homoptères;Eupteryx ;2
ROROL;2017;Plaques;Arachnida;Eratigena atrica;2
FRANK;2017;Transect arthropode Session 2;Diptera;Ensina sonchi;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hétéroptères;Emblethis griseus;2
ANTHEU;2019;Transect arthropodes P2;Homoptères;Elymana sulphurella;2
RUWATT;2019;Transect arthropodes P2;Homoptères;Elymana sulphurella;2
LUAUB;2017;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;2
CD93;2018;Transect arthropode Session 2;Blattoptera;Ectobius vinzi;2
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;2
ALBAR;2018;Transect arthropode Session 1;Diptera;Dolichopus;2
OLSER;2019;Transect arthropodes P1;Hétéroptères;Dicyphus;2
OLSER;2019;Transect arthropodes P2;Hétéroptères;Dicyphus;2
EIDER;2018;Transect arthropode Session 1;Diptera;Delia platura;2
BOUCHA;2019;Transect arthropodes P1;Diptères;Delia platura;2
EIDER;2019;Transect arthropodes P1;Diptères;Delia platura;2
CIROB;2019;Transect arthropodes P2;Diptères;Delia platura;2
ROROL;2018;Transect arthropode Session 1;Diptera;Delia;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hyménoptères;Cynips;2
GUER;2019;Transect arthropodes P2;Diplopodes;Cylindroiulus;2
SIBUET;2018;Transect arthropode Session 2;Hymenoptera;Crossocerus;2
CARON;2019;Transect arthropodes P2;Coléoptères;Corticarina;2
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Coriomeris denticulatus;2
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Coriomeris denticulatus;2
MECHO;2018;Transect arthropode Session 2;Heteroptera;Coranus kerzhneri;2
WWF;2017;Transect arthropode Session 2;Mollusca;Cochlicopa lubrica;2
PULMA;2017;Transect arthropode Session 2;Mollusca;Cochlicopa lubrica;2
PAREX;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;2
PERIS;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;2
MUENT;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;2
ANTHEU;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;2
MECHO;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;2
PULMA;2019;Transect arthropodes P1;Coléoptères;Coccinella septempunctata;2
ROROL;2017;Transect arthropode Session 1;Homoptera;Circulifer haematoceps;2
FAUTEM;2017;Transect arthropode Session 1;Homoptera;Circulifer haematoceps;2
FRANK;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;2
ECOBIO_BOIS;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;2
AMROU;2018;Transect arthropode Session 1;Nevroptera;Chrysoperla;2
BOUTOU;2019;Transect arthropodes P1;Orthoptères;Chortippus;2
FRANK;2019;Transect arthropodes P1;Orthoptères;Chortippus;2
CHAVIN;2017;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;2
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Orthoptera;Chorthippus ;2
ROROL;2017;Transect arthropode Session 1;Orthoptera;Chorthippus;2
CIROB;2019;Transect arthropodes P1;Orthoptères;Chorthippus;2
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Chloromyia formosa;2
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;2
WWF;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;2
MUENT;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;2
CARON;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;2
ALBAR;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;2
CD93;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus evanescens;2
ROROLL;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus evanescens;2
ANTHEU;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus evanescens;2
PROMA;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus evanescens;2
FRANK;2017;Transect arthropode Session 1;Heteroptera;Camptopus lateralis;2
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Camptopus lateralis;2
CHAVIN;2017;Transect arthropode Session 2;Heteroptera;Camptopus lateralis;2
FAUTEM;2018;Transect arthropode Session 1;Lepidoptera;Camptogramma bilineata;2
CD93;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;2
ECOBIO_BOIS;2017;Transect arthropode Session 1;Coleoptera;Calathus melanocephalus;2
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Coleoptera;Bruchus;2
FRANK;2019;Transect arthropodes P1;Coléoptères;Bruchus;2
BOUTOU;2019;Transect arthropodes P1;Hétéroptères;Brachyplax tenuis;2
GOOPL;2017;Plaques;Heteroptera;Beosus maritimus;2
GTMBA;2019;Transect arthropodes P1;Hétéroptères;Beosus maritimus;2
FAUTEM;2017;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;2
CIROB;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;2
FAUTEM;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;2
AMROU;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;2
GTMBA;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;2
PULMA;2017;Plaques;Isopoda;Armadillidium nasatum;2
FAUTEM;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;2
RUWAT;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;2
BOUTOU;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;2
FAUTEM;2019;Transect arthropodes P1;Isopodes;Armadillidium nasatum;2
KELLER;2019;Transect arthropodes P1;Isopodes;Armadillidium nasatum;2
GOOPL;2019;Transect arthropodes P2;Isopodes;Armadillidium nasatum;2
GTMBA;2019;Transect arthropodes P2;Isopodes;Armadillidium nasatum;2
SEINE;2019;Transect arthropodes P2;Crustacé;Armadillidium nasatum;2
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Aricia agestis;2
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Arachnida;Argiope bruennichi;2
ROROL;2017;Transect arthropode Session 1;Arachnida;Araneus diadematus;2
CIMOD;2017;Transect arthropode Session 1;Homoptera;Aphrodes makarovi;2
GTMBA WILD;2019;Transect arthropodes P2;Homoptères;Aphrodes;2
MECHO;2017;Transect arthropode Session 1;Homoptera;Anaceratagallia;2
PULMA;2017;Transect arthropode Session 1;Coleoptera;Amara aenea;2
ALBAR;2018;Transect arthropode Session 1;Coleoptera;Amara;2
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Coléoptères;Amara;2
WWF;2019;Transect arthropodes P2;Coléoptères;Amara;2
GTMBA;2019;Transect arthropodes P2;Hétéroptères;Alydus calcaratus;2
CARON;2018;Transect arthropode Session 1;Coleoptera;Altica;2
GTMBA WILD;2019;Transect arthropodes P1;Coléoptères;Altica;2
PAREX;2019;Transect arthropodes P1;Coléoptères;Altica;2
KELLER;2019;Transect arthropodes P2;Araneae;Agyneta;2
KELLER;2019;Transect arthropodes P2;Homoptères;Agallia;2
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;2
CIROB;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;2
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;2
WWF;2018;Transect arthropode Session 2;Heteroptera;Aelia acuminata;2
KELLER;2019;Transect arthropodes P2;Hétéroptères;Aelia acuminata;2
CARON;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;2
ECOBIO_BOIS;2019;Transect arthropodes P2;Homoptères;NA;2
CARON;2019;Transect arthropodes P1;Homoptères;NA;2
CHAVIN;2019;Transect arthropodes P1;Diptères;NA;2
CIROB;2019;Transect arthropodes P1;Diptères;NA;2
CIROB;2019;Transect arthropodes P1;Diptères;NA;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P1;Diptères;NA;2
EIDER;2019;Transect arthropodes P1;Hyménoptères;NA;2
EIDER;2019;Transect arthropodes P1;Diptères;NA;2
FONTA;2019;Transect arthropodes P1;Araneae;NA;2
GOOPL;2019;Transect arthropodes P1;Homoptères;NA;2
GRENEL;2019;Transect arthropodes P1;Dermaptères;NA;2
GUER;2019;Transect arthropodes P1;Hyménoptères;NA;2
SEINE;2019;Transect arthropodes P1;Coléoptères;NA;2
SIBUET;2019;Transect arthropodes P1;Mollusqua;NA;2
WWF;2019;Transect arthropodes P1;Mollusqua;NA;2
AMROU;2019;Transect arthropodes P2;Homoptères;NA;2
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hyménoptères;NA;2
EIDER;2019;Transect arthropodes P2;Homoptères;NA;2
EIDER;2019;Transect arthropodes P2;Hétéroptères;NA;2
FAUTEM;2019;Transect arthropodes P2;Orthoptères;NA;2
GTMBA WILD;2019;Transect arthropodes P2;Hétéroptères;NA;2
GUER;2019;Transect arthropodes P2;Homoptères;NA;2
KELLER;2019;Transect arthropodes P2;Coléoptères;NA;2
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Hétéroptères;NA;2
PERIS;2019;Transect arthropodes P2;Mollusqua;NA;2
GOOPL;2017;Transect arthropode Session 1;Arachnida;Xysticus kochi;3
ANTHEU;2019;Transect arthropodes P2;Araneae;Xysticus;3
CD93;2019;Transect arthropodes P2;Araneae;Xysticus;3
LUAUB;2019;Transect arthropodes P2;Araneae;Xysticus;3
PULMA;2019;Transect arthropodes P2;Hétéroptères;Trapezonotus dispar;3
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Diptera;Thaumatomyia notata;3
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Hymenoptera;Tetramorium;3
BOUCHA;2019;Transect arthropodes P1;Hyménoptères;Tetramorium;3
ROROLL;2019;Transect arthropodes P1;Hyménoptères;Tetramorium;3
PULMA;2018;Transect arthropode Session 2;Hymenoptera;Tapinoma nigerrimum;3
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Stictopleurus punctatonervosus;3
ECOBIO_BOIS;2017;Transect arthropode Session 2;Heteroptera;Stenodema sericans;3
GTMBA;2019;Transect arthropodes P2;Diptères;Sphaerophoria scripta;3
GTMBA;2017;Transect arthropode Session 1;Coleoptera;Sitona lineatus;3
CARON;2019;Plaques;Chilopodes;Sigibius;3
SEINE;2018;Transect arthropode Session 1;Lepidoptera;Sesia apiformis;3
PROMA;2019;Transect arthropodes P2;Diptères;Sepsis;3
GOOPL;2017;Plaques;Heteroptera;Scolopostethus;3
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Diptera;Sapromyza sexpunctata;3
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Sapromyza sexpunctata;3
BOUTOU;2018;Transect arthropode Session 1;Arachnida;Runcinia grammica;3
GTMBA;2019;Transect arthropodes P1;Araneae;Runcinia grammica;3
GTMBA;2019;Transect arthropodes P2;Araneae;Runcinia grammica;3
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Rhopalus;3
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Heteroptera;Pyrrhocoris apterus;3
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Hétéroptères;Pyrrhocoris apterus;3
BOUCHA;2017;Transect arthropode Session 1;Homoptera;Psammotettix;3
EIDER;2017;Transect arthropode Session 1;Isopoda;Porcellionides pruinosus;3
WWF;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;3
GUER;2019;Transect arthropodes P1;Isopodes;Porcellio scaber;3
PROMA;2017;Transect arthropode Session 1;Lepidoptera;Pieris rapae;3
GTMBA;2018;Transect arthropode Session 1;Arachnida;Pardosa;3
PAREX;2018;Transect arthropode Session 1;Arachnida;Ozyptila;3
FAUTEM;2018;Transect arthropode Session 1;Diplopoda;Oxidus gracilis;3
CHAVIN;2017;Transect arthropode Session 1;Coleoptera;Olibrus;3
CHAVIN;2019;Transect arthropodes P1;Coléoptères;Olibrus;3
MECHO;2019;Transect arthropodes P2;Coléoptères;Olibrus;3
EIDER;2017;Transect arthropode Session 1;Coleoptera;Oedemera nobilis;3
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Coleoptera;Oedemera nobilis;3
GOOPL;2017;Transect arthropode Session 1;Coleoptera;Oedemera lurida;3
GOOPL;2019;Transect arthropodes P2;Coléoptères;Oedemera lurida;3
ALBAR;2017;Transect arthropode Session 1;Heteroptera;Nysius senecionis;3
FAUTEM;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;3
RUWAT;2019;Transect arthropodes P1;Hétéroptères;Nysius immunis;3
PROMA;2019;Transect arthropodes P2;Hétéroptères;Nysius immunis;3
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;3
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;3
PULMA;2017;Transect arthropode Session 2;Heteroptera;Nysius graminicola;3
KELLER;2019;Transect arthropodes P2;Hétéroptères;Nysius graminicola;3
ROROLL;2019;Transect arthropodes P1;Hétéroptères;Nysius ;3
CIROB;2018;Transect arthropode Session 2;Heteroptera;Nysius;3
